公司全称,城市,岗位,薪资,发布时间
北京字节跳动科技有限公司,上海,后端开发实习生（Java/Golang/Python）-短视频方向,4k-8k,2018-03-13
我查查信息技术（上海）有限公司,上海,iOS工程师（会PHP或Python优先）,15k-25k,2018-03-12
南京思利华信息科技有限公司,南京,C++/Python/QT软件工程师,12k-24k,2018-02-26
明睿（北京）资本管理有限公司,北京,量化开发工程师（Java/C++/Python方向,20k-30k,2018-03-20
腾讯科技(深圳)有限公司,深圳,手Q后台开发（Java/C++/Python）,18k-36k,2018-03-05
北京量子金服网络科技有限公司,北京,软件开发（C++/Python/Java）,20k-40k,2018-02-22
北京真格天成投资管理有限公司,北京,Python-真格基金投资企业合作公司-互影科技,15k-30k,2018-03-20
北京国双科技有限公司,北京,高级python研发工程师（北京）,15k-30k,2018-03-19
北京国双科技有限公司,北京,高级Python开发工程师（北京）,15k-20k,2018-03-19
北京国双科技有限公司,深圳,高级Python开发工程师（深圳）,15k-20k,2018-03-19
金色家园网络科技有限公司,北京,高级python工程师,20k-30k,2018-03-21
金色家园网络科技有限公司,北京,高级python工程师,20k-30k,2018-03-21
金色家园网络科技有限公司,北京,高级python工程师,18k-30k,2018-03-21
金色家园网络科技有限公司,北京,高级python工程师,18k-30k,2018-03-21
北京旷视科技有限公司,北京,Python后端工程师,25k-50k,2018-03-19
金色家园网络科技有限公司,北京,高级python工程师,20k-30k,2018-03-21
北京国双科技有限公司,深圳,高级python研发工程师（深圳）,10k-20k,2018-03-19
维我软件（上海）有限公司北京分公司,北京,高级Python开发工程师,25k-35k,2018-03-20
智线云科技（北京）有限公司,廊坊,Python 中级工程师,8k-15k,2018-03-21
北京好巧国际旅行社有限公司,北京,Linux C++/Python高级研发工程师,25k-35k,2018-03-21
智线云科技（北京）有限公司,武汉,高级Python工程师,8k-16k,2018-03-21
智线云科技（北京）有限公司,武汉,Python 中级工程师,10k-15k,2018-03-21
北京旷视科技有限公司,北京,高级Python后端工程师,25k-50k,2018-03-19
北京汇行科技有限公司,北京,高级Python研发工程师,15k-25k,2018-03-01
北京汇行科技有限公司,北京,高级Python工程师,15k-25k,2018-03-01
智线云科技（北京）有限公司,北京,Python 中级工程师,13k-18k,2018-03-21
北京汇行科技有限公司,北京,高级Python开发工程师,15k-25k,2018-03-01
北京汇行科技有限公司,北京,Python高级开发工程师,15k-25k,2018-03-01
北京汇行科技有限公司,北京,高级Python,15k-25k,2018-03-01
北京汇行科技有限公司,北京,Python开发工程师,8k-16k,2018-03-01
京东金融,杭州,高级开发工程师-Python/Java/Go,25k-45k,2018-03-21
维我软件（上海）有限公司北京分公司,北京,Python Engineer,15k-20k,2018-03-20
维我软件（上海）有限公司北京分公司,北京,后端开发工程师（Python）,22k-35k,2018-03-20
维我软件（上海）有限公司北京分公司,北京,Python Engineer,12k-24k,2018-03-20
杭州嘉云数据科技有限公司,杭州,Python开发工程师（数据方向）,15k-20k,2018-03-20
北京闪银奇异科技有限公司,北京,Python业务开发工程师,15k-25k,2018-03-19
杭州嘉云数据科技有限公司,杭州,高级/资深Python开发工程师（Web方向）,20k-30k,2018-03-20
上海优刻得信息科技有限公司,上海,UMCloud-Python后端工程师,10k-20k,2018-03-15
广州杰颉软件科技有限公司,北京,高级Python后台开发人员,25k-30k,2018-03-20
北京汇行科技有限公司,北京,Python开发实习生,3k-6k,2018-03-01
北京千锋互联科技有限公司,长沙,python讲师,20k-40k,2018-02-22
北京千锋互联科技有限公司,广州,python讲师,20k-40k,2018-02-22
北京千锋互联科技有限公司,杭州,python讲师,20k-40k,2018-02-22
北京千锋互联科技有限公司,郑州,python讲师,20k-40k,2018-02-22
上海优刻得信息科技有限公司,上海,UMCloud-校招-Python后端工程师,10k-20k,2018-03-15
北京千锋互联科技有限公司,西安,python讲师,15k-30k,2018-02-22
北京旷视科技有限公司,北京,测试开发工程师（Python）,15k-30k,2018-03-19
深圳码隆科技有限公司,北京,Python开发实习生,5k-8k,2018-03-16
上海优刻得信息科技有限公司,北京,UMCloud-Python后端工程师（北京）,10k-20k,2018-03-15
北京闪银奇异科技有限公司,北京,Python数据工程师,15k-30k,2018-03-19
上海优刻得信息科技有限公司,北京,UMCloud-校招-Python后端工程师（北京）,10k-20k,2018-03-15
北京陌陌科技有限公司,北京,Python开发工程师(数据分析平台开发方向）,20k-40k,2018-03-21
拉扎斯网络科技（上海）有限公司,北京,高级python开发（微服务中间件）,15k-30k,2018-03-20
北京陌陌科技有限公司,北京,python开发工程师(数据挖掘方向),18k-36k,2018-03-21
广州博冠信息科技有限公司,广州,Web后端python高级开发工程师（我的世界）,12k-20k,2018-02-27
成都斯沃茨科技有限公司,成都,Python web后端开发（急）,7k-14k,2018-03-19
北京旷视科技有限公司,北京,算法工程师（RSDE/C++/Python）,20k-40k,2018-03-19
拉扎斯网络科技（上海）有限公司,北京,Python实习生,4k-8k,2018-03-20
成都斯沃茨科技有限公司,成都,Python后端开发(法律人工智能方面）,8k-12k,2018-03-19
上海优刻得信息科技有限公司,上海,UMCloud-校招-Python QA工程师,10k-20k,2018-03-15
成都斯沃茨科技有限公司,成都,Python后端开发（web方向、晋升空间大）,7k-14k,2018-03-19
上海优刻得信息科技有限公司,北京,UMCloud-Python QA工程师（北京）,10k-20k,2018-03-15
北京慕华信息科技有限公司,北京,自动化测试工程师（Python）,12k-20k,2018-03-21
上海优刻得信息科技有限公司,北京,UMCloud-校招-Python QA工程师（北京）,10k-20k,2018-03-15
深圳市和讯华谷信息技术有限公司,深圳,极光调研 -数据工程师 (Java/Python),15k-30k,2018-03-20
拉扎斯网络科技（上海）有限公司,上海,Python开发工程师（全栈）,15k-25k,2018-03-20
